t,nees_ekf,nees_fgo
154.0,0.7306088495646426,1.2978977136998378
154.1,0.7012000128369978,1.2946121641787554
154.2,0.6897261260514488,1.2913416032100185
154.3,0.7210694671232025,1.2880878903009712
154.4,0.7211003109411304,1.2848459698724524
154.5,0.6943430952116124,1.281615758091117
154.6,0.6630170020369073,1.2784034891575407
154.7,0.6275789742514652,1.2752057748951582
154.8,0.5665190624952983,1.2720176219906612
154.9,0.5333538609324485,1.2688469474844315
155.0,0.5215339638614304,1.2656919636000754
155.1,0.5763641279705024,1.2625529235147455
155.2,0.6629688526443871,1.2594309421667285
155.3,0.6899223348742175,1.2563254044358771
155.39999999999998,0.6089198532847729,1.2532298070100856
155.5,0.5673461360919129,1.250153770180452
155.6,0.5370150683163245,1.2470827672629063
155.70000000000002,0.5594170401748111,1.2440257873599485
155.8,0.6004571089585012,1.2409833888001154
155.89999999999998,0.5319975874422933,1.2379581645258264
156.0,0.5374340596995303,1.2349442991472646
156.1,0.5421455570512204,1.2319483560012274
156.20000000000002,0.5508907552699754,1.2289616396323153
156.3,0.5653759570947713,1.225984834587662
156.39999999999998,0.5692853778733812,1.2230282359373366
156.5,0.5539767984269972,1.220091613462877
156.6,0.5611290665483325,1.2171733252707266
156.70000000000002,0.6118459766537546,1.2142623755396862
156.8,0.5852549007141824,1.2113672137348006
156.9,0.5675458588795309,1.2084829063074092
157.0,0.6014154065001517,1.2056169511942885
157.1,0.5745033032323076,1.2027567322234436
157.20000000000002,0.5619321732680961,1.1999070452846836
157.29999999999998,0.5617015200729288,1.1970718702911778
157.4,0.5846990861703367,1.194253762781233
157.5,0.5651250667017639,1.1914442916294392
157.6,0.5339170242200365,1.1886514706391051
157.70000000000002,0.5231848028367081,1.1858724932541294
157.79999999999998,0.5261774026754069,1.1831045649007734
157.9,0.5246859354672103,1.1803470964546172
158.0,0.540874171206467,1.1776022361301721
158.1,0.5656896998436831,1.1748766542501863
158.2,0.5473686288606926,1.1721554883796088
158.29999999999998,0.5870110038451087,1.1694447148180291
158.4,0.5275305894149419,1.1667445246732648
158.5,0.539888576258356,1.1640555255871727
158.60000000000002,0.5240881253392712,1.161372369360448
158.7,0.5388025102816003,1.1587028100272039
158.79999999999998,0.5429683362586466,1.15605257991451
158.9,0.5427854491086556,1.1534062736648902
159.0,0.5306039738324578,1.1507727330838935
159.10000000000002,0.540394930163059,1.1481517478509513
159.2,0.512392970656729,1.1455378109255703
159.29999999999998,0.5161814623296261,1.1429337863578897
159.4,0.5011269038970081,1.1403363822813386
159.5,0.5152570860632257,1.137752784601509
159.60000000000002,0.5269822709218868,1.1351831109372716
159.7,0.5334338171368371,1.1326286613776881
159.8,0.5448005961925473,1.1300872579623804
159.9,0.539947131595157,1.1275528841333675
160.0,0.539734418352517,1.1250244258469173
160.1,0.5245529214734811,1.1225113338705341
160.2,0.5388385921567753,1.1200082171875483
160.3,0.5473137827971082,1.1175238206186517
160.4,0.5622182619912506,1.1150491097554254
160.5,0.6314767087054284,1.1125815181961531
160.6,0.7227676252884394,1.1101314836000027
160.7,0.7313925400105079,1.1076921798334127
160.8,0.6886615437528862,1.1052622191711357
160.9,0.7639725139044657,1.1028447343257028
161.0,0.8069930987212652,1.1004400647604786
161.1,0.7772451040357871,1.0980471912065364
161.2,0.6589481951005027,1.0956626668549914
161.3,0.7088633895717197,1.0932888410214192
161.4,0.6583888199185571,1.090920781294317
161.5,0.6963108305682932,1.0885591061298059
161.6,0.7296449872681194,1.0862170634411616
161.7,0.733215985493074,1.083881266264032
161.8,0.5477216273742032,1.0815560496479888
161.9,0.5127623971355055,1.0792494784936233
162.0,0.4524531419422875,1.0769524741706238
162.1,0.46745603892733745,1.0746678547566384
162.2,0.4686949341548582,1.0723910814878526
162.3,0.4692212063774332,1.0701235650454706
162.4,0.4790208135098314,1.067862770060268
162.5,0.474527453688963,1.0656096852730255
162.6,0.5467105250128094,1.0633647320081492
162.7,0.47421528719900496,1.0611286716596835
162.8,0.46613395603126284,1.058909608743381
162.89999999999998,0.4484983971380964,1.0567071349738553
163.0,0.45656946992626984,1.054509170614622
163.1,0.4499102492274167,1.052322527453099
163.20000000000002,0.4516253069649147,1.050139809974385
163.3,0.448635192198645,1.0479550752283116
163.39999999999998,0.4477504006293043,1.0457839654456988
163.5,0.45352165679456874,1.0436253721123583
163.6,0.4661267218359929,1.0414686518061675
163.70000000000002,0.4594279031982147,1.0393277933822571
163.8,0.47499815948790586,1.0371991266878677
163.89999999999998,0.4897698168790863,1.0350820603434072
164.0,0.47663437551401777,1.0329773362227566
164.1,0.46445236771532716,1.030882611379539
164.20000000000002,0.4456482108402879,1.0287925786487768
164.3,0.4446941753841473,1.0267078120615978
164.4,0.4477139455518267,1.0246318592349006
164.5,0.4514929376495564,1.0225629776409548
164.6,0.4672286190411753,1.0205135181514418
164.70000000000002,0.44764600419307554,1.01846603769852
164.79999999999998,0.4476976650889951,1.0164225159034226
164.9,0.44139816769654294,1.014388944461598
165.0,0.4419191332805399,1.0123651478267421
165.1,0.4413543127264677,1.0103486019325456
165.20000000000002,0.44007313208169924,1.008346038444733
165.29999999999998,0.4403008974984226,1.00635338902989
165.4,0.43928247302890755,1.0043675485798458
165.5,0.4387336778387285,1.002384838582123
165.6,0.43884552572025215,1.0004118820579053
165.7,0.4419043302152218,0.9984523793885627
165.79999999999998,0.4387359427174318,0.996505534023028
165.9,0.4382634047885855,0.9945663494011999
166.0,0.43788284524888493,0.9926306277840461
166.10000000000002,0.43797971982868267,0.990691334554141
166.2,0.43752690454021737,0.9887621521906977
166.29999999999998,0.44096128820834596,0.9868328199577732
166.4,0.4524109007260578,0.9849180922628513
166.5,0.45017885111246764,0.983014610910145
166.60000000000002,0.43798325712093833,0.9811231380643519
166.7,0.4613122038915429,0.979238959771853
166.79999999999998,0.49734949325327976,0.9773663524056233
166.9,0.505545050557238,0.975505048362769
167.0,0.4678331075600095,0.9736538824501513
167.10000000000002,0.47904709949292706,0.9718215856643013
167.2,0.4586001986969299,0.9699967568343358
167.3,0.45528045621552743,0.9681746130744906
167.4,0.4401932688406536,0.9663572368522244
167.5,0.4456087733253048,0.9645425719968048
167.6,0.43464650987209896,0.9627301844369598
167.7,0.44659714049618526,0.9609220972514619
167.8,0.4585975341155672,0.9591321013845748
167.9,0.44893930590485304,0.9573577342412193
168.0,0.4809007696395112,0.9555964508337822
168.1,0.48316705875557897,0.9538501431996003
168.2,0.4884081041219029,0.9521043963128698
168.3,0.530364133444421,0.9503709846490422
168.4,0.5137211582274428,0.9486442071004835
168.5,0.4690617502911175,0.9469251710547947
168.6,0.47303667989051545,0.9452114294597513
168.7,0.4731888717728009,0.943500041109844
168.8,0.48324561412393136,0.9417972810200435
168.9,0.4955957916380963,0.9400999633687597
169.0,0.5064464451264735,0.9384109007188083
169.1,0.4989820236056989,0.9367239676324111
169.2,0.5347572006784668,0.9350401841124631
169.3,0.5307293005649548,0.9333601245381207
169.4,0.49278274263652955,0.9316912727687678
169.5,0.5020383136117124,0.9300360400972766
169.6,0.5252779396263932,0.9283915734470534
169.7,0.5333970130096674,0.9267562229787312
169.8,0.5739320422159784,0.9251285376124485
169.9,0.5509303874006429,0.9235078535423737
170.0,0.5040224156750343,0.9218974926562349
170.1,0.5449464333497395,0.9202918969923934
170.2,0.5981366682759235,0.9186941386403606
170.3,0.6005021916080223,0.9171097754065487
170.39999999999998,0.6257363632323313,0.9155292482000392
170.5,0.6416673889292791,0.9139489891654755
170.6,0.588457547865684,0.9123759598911492
170.70000000000002,0.5988115466377278,0.9108148500559061
170.8,0.5964738231940596,0.9092576884347374
170.89999999999998,0.6137833859792995,0.907709998111872
171.0,0.6102148036009215,0.9061669533342078
171.1,0.5897332601377172,0.9046305957687244
171.20000000000002,0.5695305336002199,0.903101598165242
171.3,0.5572625636626457,0.9015744970166244
171.39999999999998,0.5645131683636609,0.9000511958138792
171.5,0.583557440995532,0.8985340944009206
171.6,0.5841265629727824,0.8970242350185318
171.70000000000002,0.5671434176544489,0.8955219848158731
171.8,0.558177179604752,0.8940230756001019
171.9,0.5919535642529757,0.892529495713539
172.0,0.6037191771220818,0.8910431076891903
172.1,0.5700130138503994,0.8895618880288789
172.20000000000002,0.55429867469757,0.8880884982534756
172.29999999999998,0.5649905673507226,0.886621330761778
172.4,0.5515256445409875,0.885161494718816
172.5,0.5740488982847938,0.8837114811975348
172.6,0.5494566631052433,0.882269156576832
172.70000000000002,0.5147202935893341,0.8808334067273479
172.79999999999998,0.5084685460509483,0.8794012244581715
172.9,0.5021720104132165,0.8779717710720576
173.0,0.4910970550904739,0.8765524694386979
173.1,0.5062468428662447,0.8751436653289257
173.2,0.5263716097311506,0.8737436638496354
173.29999999999998,0.5067719163227301,0.8723426520896906
173.4,0.5110712875082215,0.8709494463817797
173.5,0.5124498554953946,0.8695611484769298
173.60000000000002,0.5139542089186147,0.8681808804747904
173.7,0.5216772653457853,0.866802615074407
173.79999999999998,0.5063593717607379,0.8654306513936473
173.9,0.5243903397154638,0.8640671738024414
174.0,0.5115961035334162,0.8627103340391212
174.10000000000002,0.4968234571765523,0.8613606065657337
174.2,0.516634686044059,0.8600109044412527
174.29999999999998,0.523271697101554,0.8586641225462224
174.4,0.5194982384328817,0.8573241982237078
174.5,0.5155973125478256,0.8559895606665426
174.60000000000002,0.4942856978682902,0.8546644813633895
174.7,0.4806931573945466,0.8533494784336377
174.8,0.4876823431545758,0.8520410753293741
174.9,0.48920996585022614,0.8507341251962244
175.0,0.4809583149958661,0.8494333776122243
175.1,0.4823171595745538,0.8481432402697343
175.2,0.47703915454469187,0.8468581391977561
175.3,0.47102426666481495,0.8455830133924556
175.4,0.4726243643438466,0.8443130873068085
175.5,0.48459072905458256,0.8430515462767789
175.6,0.4907637461938771,0.841795765097043
175.7,0.4932352810816486,0.8405453223437703
175.8,0.49265401267318476,0.8393023989996387
175.9,0.5067730386981896,0.8380672521844255
176.0,0.5035406432585021,0.8368366453130722
176.1,0.49241245217071417,0.8356133487257338
176.2,0.5008607226529506,0.8344018913289251
176.3,0.4852421335849414,0.8331967820693846
176.4,0.47323760105569124,0.8319982049182759
176.5,0.4670689844487359,0.8307991597129832
176.6,0.46794968436016615,0.8296024006126186
176.7,0.46280957971429787,0.828407437599582
176.8,0.47197762644687047,0.8272198314176995
176.9,0.467235462328917,0.8260359653087554
177.0,0.4676006342371911,0.8248502660991994
177.1,0.4732375180388609,0.82366706287887
177.2,0.47192702043133006,0.8224848594008087
177.3,0.4822942145988121,0.8213054217511662
177.4,0.47467403402339636,0.8201308511844847
177.5,0.47298631038862204,0.818962256132101
177.6,0.4715607413826036,0.8177999237161081
177.7,0.4718401948525472,0.8166382458091371
177.8,0.4808571582750956,0.8154803251738044
177.89999999999998,0.48035953087762073,0.8143257998198377
178.0,0.4838697470537107,0.8131768423848251
178.1,0.4914934688337022,0.8120304482902384
178.20000000000002,0.4896165314860974,0.8108863108362294
178.3,0.4919591409597962,0.8097462600362583
178.39999999999998,0.49924508181631966,0.808619861496753
178.5,0.49434385250440477,0.807501220927056
178.6,0.48597782332164796,0.8063911226081104
178.70000000000002,0.489918714992421,0.8052892043875802
178.8,0.48815609203722066,0.8041944517545528
178.89999999999998,0.4897491497091456,0.8031006073658067
179.0,0.4986112935315507,0.8020051273379112
179.1,0.5052961447162025,0.8009155711331097
179.20000000000002,0.505198872261044,0.7998307890681463
179.3,0.5011122784424564,0.7987557708705166
179.4,0.5034587871950932,0.7976866130071376
179.5,0.4999263649148445,0.7966259028459151
179.6,0.5010720322655898,0.7955679924314614
179.70000000000002,0.5084049118917849,0.7945110193758813
179.79999999999998,0.4969612207327294,0.7934584595696234
179.9,0.4896825077722141,0.7924088338306663
180.0,0.4848035730543637,0.7913625961401101
180.1,0.47381931101218533,0.790320087519936
180.20000000000002,0.47403860248216323,0.7892831690954334
180.29999999999998,0.4821720048375697,0.7882494689596444
180.4,0.47818004637986,0.7872205709453751
180.5,0.4779484218582589,0.7861920360374162
180.6,0.47213253636206587,0.7851708432530067
180.7,0.4682934653537646,0.7841514316962529
180.79999999999998,0.46430801769247043,0.7831341851359741
180.9,0.45437068352190546,0.7821198389218134
181.0,0.46240362992983064,0.7811048597948617
181.10000000000002,0.4767357498227385,0.7800992262925655
181.2,0.48494855427667616,0.7790946084183298
181.29999999999998,0.47610576477795985,0.778095285815082
181.4,0.49121290458175426,0.7771051961746231
181.5,0.4887315976985792,0.7761189416929017
181.60000000000002,0.4993611863246019,0.7751336049188595
181.7,0.4872056205049046,0.7741564809816439
181.79999999999998,0.4872276435228665,0.7731804391191565
181.9,0.5018316672250344,0.7722104728273568
182.0,0.5001255458179358,0.7712424700026633
182.10000000000002,0.5082887428998644,0.7702806956502111
182.2,0.5062017469970793,0.7693289854457268
182.3,0.5108453197738557,0.7683784073512192
182.4,0.5128091666798252,0.7674305373335863
182.5,0.5257627410757613,0.7664900209869273
182.6,0.5325183115956226,0.76555316347265
182.7,0.5161021721579924,0.7646198118183807
182.8,0.5426157729939316,0.763691683996825
182.9,0.5408765763615497,0.7627684816789473
183.0,0.551416854919647,0.7618456807427096
183.1,0.5500401307260481,0.7609240460233788
183.2,0.5716020909167241,0.7600052196095195
183.3,0.5654513107622249,0.759093323418775
183.4,0.5551850652785639,0.7581838507997811
183.5,0.5515948909736028,0.7572756698766233
183.6,0.5461896061323905,0.7563702301221042
183.7,0.544498646717245,0.7554686259331693
183.8,0.5483242057900434,0.7545685767748989
